Inn,AB,Pitch,Pitcher,Batter,Type,Pitch Spd,Result,Hit Spd
1,1,1,Jared Horn,Jake Ortega,2 Seam,93.7,Ball,-
1,1,2,Jared Horn,Jake Ortega,2 Seam,93.4,Called Strike,-
1,1,3,Jared Horn,Jake Ortega,2 Seam,92.7,Swinging Strike,-
1,1,4,Jared Horn,Jake Ortega,2 Seam,93.4,Ball,-
1,1,5,Jared Horn,Jake Ortega,2 Seam,93.7,Swinging Strike,-
1,2,1,Jared Horn,Christian Deaton,2 Seam,94.2,Ball,-
1,2,2,Jared Horn,Christian Deaton,2 Seam,93.3,Ball,-
1,2,3,Jared Horn,Christian Deaton,2 Seam,92.2,Ball,-
1,2,4,Jared Horn,Christian Deaton,2 Seam,92.3,Ball,-
1,3,1,Jared Horn,Andrew Penner,2 Seam,89.8,Hit By Pitch,-
1,4,1,Jared Horn,Jassen Oliver,2 Seam,91.1,Called Strike,-
1,4,2,Jared Horn,Jassen Oliver,Curve,76.4,Ball,-
1,4,3,Jared Horn,Jassen Oliver,2 Seam,90.5,Called Strike,-
1,4,4,Jared Horn,Jassen Oliver,2 Seam,90.4,Swinging Strike,-
1,5,1,Jared Horn,Alec Daily,2 Seam,91.7,Called Strike,-
1,5,2,Jared Horn,Alec Daily,2 Seam,91,Swinging Strike,-
1,5,3,Jared Horn,Alec Daily,2 Seam,94,Ball,-
1,5,4,Jared Horn,Alec Daily,2 Seam,92.9,Foul,-
1,5,5,Jared Horn,Alec Daily,Changeup,86.4,Ball,-
1,5,6,Jared Horn,Alec Daily,Changeup,86.1,Ball,-
1,6,1,Aaron Charles,Tyrus Greene,2 Seam,85.6,Foul,-
1,6,2,Aaron Charles,Tyrus Greene,2 Seam,86.4,Ball,-
1,6,3,Aaron Charles,Tyrus Greene,4 Seam,80.3,Ball,-
1,6,4,Aaron Charles,Tyrus Greene,2 Seam,86,Hit Into Play - Out,98.7
1,7,1,Aaron Charles,Darren Baker,2 Seam,87.4,Ball,-
1,7,2,Aaron Charles,Darren Baker,2 Seam,86.5,Foul,-
1,7,3,Aaron Charles,Darren Baker,Slider,77.8,Swinging Strike,-
1,7,4,Aaron Charles,Darren Baker,2 Seam,86.9,Ball,-
1,7,5,Aaron Charles,Darren Baker,Changeup,79.7,Foul,-
1,7,6,Aaron Charles,Darren Baker,4 Seam,85.5,Hit Into Play,85.3
1,8,1,Aaron Charles,Andrew Vaughn,Cutter,80.5,Called Strike,-
1,8,2,Aaron Charles,Andrew Vaughn,2 Seam,86.3,Ball,-
1,8,3,Aaron Charles,Andrew Vaughn,4 Seam,85.9,Swinging Strike,-
1,8,4,Aaron Charles,Andrew Vaughn,Changeup,79.3,Ball,-
1,8,5,Aaron Charles,Andrew Vaughn,Changeup,79.8,Ball,-
1,8,6,Aaron Charles,Andrew Vaughn,4 Seam,80.7,Hit Into Play - Run Scored,98.3
1,9,1,Aaron Charles,Tanner Dodson,4 Seam,79.4,Ball,-
1,9,2,Aaron Charles,Tanner Dodson,2 Seam,85.9,Ball,-
1,9,3,Aaron Charles,Tanner Dodson,2 Seam,88,Foul,81
1,9,4,Aaron Charles,Tanner Dodson,2 Seam,86.6,Hit Into Play - Out,94.4
1,10,1,Aaron Charles,Jonah Davis,2 Seam,86,Called Strike,-
1,10,2,Aaron Charles,Jonah Davis,4 Seam,80.1,Ball,-
1,10,3,Aaron Charles,Jonah Davis,2 Seam,86.7,Foul,-
1,10,4,Aaron Charles,Jonah Davis,2 Seam,80.6,Foul,-
1,10,5,Aaron Charles,Jonah Davis,2 Seam,86.3,Ball,-
1,10,6,Aaron Charles,Jonah Davis,Changeup,81.4,Foul,-
1,10,7,Aaron Charles,Jonah Davis,2 Seam,86.9,Foul,-
1,10,8,Aaron Charles,Jonah Davis,2 Seam,87.3,Foul,-
1,10,9,Aaron Charles,Jonah Davis,Changeup,81.1,Ball,-
1,10,10,Aaron Charles,Jonah Davis,2 Seam,86.4,Foul,-
1,10,11,Aaron Charles,Jonah Davis,4 Seam,86.9,Ball,-
1,11,1,Aaron Charles,Max Flower,2 Seam,85.2,Ball,-
1,11,2,Aaron Charles,Max Flower,2 Seam,86.2,Ball,-
2,12,1,Jared Horn,Alec Daily,2 Seam,90.6,Called Strike,-
2,12,2,Jared Horn,Alec Daily,Changeup,84.9,Ball,-
2,12,3,Jared Horn,Alec Daily,2 Seam,90.5,Hit Into Play,68.6
2,13,1,Jared Horn,Mark Pena,2 Seam,89.3,Foul Tip,-
2,13,2,Jared Horn,Mark Pena,2 Seam,90.3,Swinging Strike,-
2,13,3,Jared Horn,Mark Pena,2 Seam,90.4,Ball,-
2,13,4,Jared Horn,Mark Pena,2 Seam,89.5,catcher_interf,-
2,13,5,Jared Horn,Mark Pena,Curve,75.8,Ball,-
2,13,6,Jared Horn,Mark Pena,2 Seam,90.3,Foul,80.1
2,13,7,Jared Horn,Mark Pena,2 Seam,90.8,Hit Into Play,92.1
2,14,1,Jared Horn,Noah Barba,2 Seam,88.9,Ball,-
2,14,2,Jared Horn,Noah Barba,2 Seam,90.2,Called Strike,-
2,14,3,Jared Horn,Noah Barba,2 Seam,90.4,Hit Into Play - Run Scored,-
2,15,1,Jared Horn,Evan Berkey,2 Seam,90.2,Called Strike,-
2,15,2,Jared Horn,Evan Berkey,Changeup,75.8,Called Strike,-
2,15,3,Jared Horn,Evan Berkey,2 Seam,91,Ball,-
2,15,4,Jared Horn,Evan Berkey,Curve,76.8,Called Strike,-
2,16,1,Jared Horn,Lewis Dirkes,2 Seam,91,Called Strike,-
2,16,2,Jared Horn,Lewis Dirkes,2 Seam,91,Ball,-
2,16,3,Jared Horn,Lewis Dirkes,Curve,75.3,Ball,-
2,16,4,Jared Horn,Lewis Dirkes,2 Seam,90.9,Called Strike,-
2,16,5,Jared Horn,Lewis Dirkes,Curve,76.8,Called Strike,-
2,17,1,Aaron Charles,Max Flower,2 Seam,84.9,Ball,-
2,17,2,Aaron Charles,Max Flower,4 Seam,84.9,Called Strike,-
2,17,3,Aaron Charles,Max Flower,Changeup,78.1,Hit Into Play,-
2,18,1,Aaron Charles,Quentin Selma,2 Seam,84.2,Foul,-
2,18,2,Aaron Charles,Quentin Selma,Changeup,78.2,Hit Into Play - Out,-
2,19,1,Aaron Charles,Ripken Reyes,2 Seam,87.1,Called Strike,-
2,19,2,Aaron Charles,Ripken Reyes,2 Seam,86,Ball,-
2,19,3,Aaron Charles,Ripken Reyes,2 Seam,88.5,Ball,-
2,19,4,Aaron Charles,Ripken Reyes,2 Seam,86.9,Foul,73.6
2,19,5,Aaron Charles,Ripken Reyes,4 Seam,85.5,Ball,-
2,19,6,Aaron Charles,Ripken Reyes,2 Seam,85.1,Hit Into Play,87.3
2,20,1,Aaron Charles,Cameron Eden,2 Seam,86.3,Foul,-
2,20,2,Aaron Charles,Cameron Eden,Changeup,78,Swinging Strike,-
2,20,3,Aaron Charles,Cameron Eden,Cutter,78.4,Ball,-
2,20,4,Aaron Charles,Cameron Eden,4 Seam,86,Ball,-
2,20,5,Aaron Charles,Cameron Eden,Slider,76.6,Called Strike,-
3,21,1,Jared Horn,Jake Ortega,2 Seam,90.2,Ball,-
3,21,2,Jared Horn,Jake Ortega,2 Seam,89.8,Swinging Strike,-
3,21,3,Jared Horn,Jake Ortega,2 Seam,89.8,Ball,-
3,21,4,Jared Horn,Jake Ortega,2 Seam,90.3,Foul,-
3,21,5,Jared Horn,Jake Ortega,Changeup,83.5,Foul,-
3,21,6,Jared Horn,Jake Ortega,Changeup,83.4,Foul,35.7
3,21,7,Jared Horn,Jake Ortega,2 Seam,89.4,Called Strike,-
3,22,1,Jared Horn,Cole Valetta,2 Seam,90.4,Ball,-
3,22,2,Jared Horn,Cole Valetta,2 Seam,90.1,Called Strike,-
3,22,3,Jared Horn,Cole Valetta,2 Seam,90.2,Hit Into Play,52.7
3,23,1,Jared Horn,Andrew Penner,2 Seam,88.3,Ball,-
3,23,2,Jared Horn,Andrew Penner,2 Seam,87.9,Hit Into Play - Run Scored,88.7
3,24,1,Jared Horn,Jassen Oliver,2 Seam,91.7,Called Strike,-
3,24,2,Jared Horn,Jassen Oliver,2 Seam,91.8,Called Strike,-
3,24,3,Jared Horn,Jassen Oliver,2 Seam,91.9,Called Strike,-
3,25,1,Jared Horn,Alec Daily,Curve,76.8,Ball,-
3,25,2,Jared Horn,Alec Daily,2 Seam,90.5,Hit Into Play - Out,56.1
3,26,1,Aaron Charles,Tyrus Greene,2 Seam,84.8,Ball,-
3,26,2,Aaron Charles,Tyrus Greene,2 Seam,85.4,Hit Into Play,92.8
3,27,1,Aaron Charles,Darren Baker,2 Seam,84.4,Ball,-
3,27,2,Aaron Charles,Darren Baker,2 Seam,83.9,Ball,-
3,27,3,Aaron Charles,Darren Baker,2 Seam,84.3,Ball,-
3,27,4,Aaron Charles,Darren Baker,2 Seam,84.5,Ball,-
3,28,1,Aaron Charles,Andrew Vaughn,Changeup,79.5,Ball,-
3,28,2,Aaron Charles,Andrew Vaughn,Slider,75.6,Ball,-
3,28,3,Aaron Charles,Andrew Vaughn,Slider,78,Ball,-
3,28,4,Aaron Charles,Andrew Vaughn,2 Seam,86.2,Called Strike,-
3,28,5,Aaron Charles,Andrew Vaughn,2 Seam,85.9,Ball,-
3,29,1,Aaron Charles,Tanner Dodson,Changeup,79.1,Foul,-
3,29,2,Aaron Charles,Tanner Dodson,Changeup,78.3,Foul,-
3,29,3,Aaron Charles,Tanner Dodson,2 Seam,83.9,Ball,-
3,29,4,Aaron Charles,Tanner Dodson,Slider,77,Ball,-
3,29,5,Aaron Charles,Tanner Dodson,Changeup,78.4,Hit Into Play - Run Scored,71.6
3,30,1,Aaron Charles,Jonah Davis,2 Seam,83.8,Foul,-
3,30,2,Aaron Charles,Jonah Davis,Changeup,78.3,Called Strike,-
3,30,3,Aaron Charles,Jonah Davis,2 Seam,84.2,Ball,-
3,30,4,Aaron Charles,Jonah Davis,Changeup,77.3,Foul,75.3
3,30,5,Aaron Charles,Jonah Davis,2 Seam,85.8,Foul,83.6
3,30,6,Aaron Charles,Jonah Davis,4 Seam,84,Ball,-
3,30,7,Aaron Charles,Jonah Davis,Cutter,78.8,Swinging Strike,-
3,31,1,Aaron Charles,Max Flower,2 Seam,85.7,Hit Into Play - Run Scored,58.2
3,32,1,Aaron Charles,Quentin Selma,2 Seam,84.6,Foul,-
3,32,2,Aaron Charles,Quentin Selma,2 Seam,85.2,Ball,-
3,32,3,Aaron Charles,Quentin Selma,2 Seam,84.5,Ball,-
3,32,4,Aaron Charles,Quentin Selma,2 Seam,84.6,Called Strike,-
3,32,5,Aaron Charles,Quentin Selma,Changeup,77,Swinging Strike,-
4,33,1,Jared Horn,Mark Pena,2 Seam,90.5,Ball,-
4,33,2,Jared Horn,Mark Pena,2 Seam,89.7,Called Strike,-
4,33,3,Jared Horn,Mark Pena,2 Seam,92.1,Ball,-
4,33,4,Jared Horn,Mark Pena,2 Seam,90.1,Called Strike,-
4,33,5,Jared Horn,Mark Pena,Curve,78.8,Ball,-
4,33,6,Jared Horn,Mark Pena,2 Seam,91.8,Ball,-
4,34,1,Jared Horn,Noah Barba,2 Seam,89.4,Ball,-
4,34,2,Jared Horn,Noah Barba,2 Seam,90.2,Called Strike,-
4,34,3,Jared Horn,Noah Barba,2 Seam,89.4,Foul,-
4,34,4,Jared Horn,Noah Barba,Changeup,84.2,Swinging Strike,-
4,35,1,Jared Horn,Evan Berkey,Curve,75.6,Ball,-
4,35,2,Jared Horn,Evan Berkey,2 Seam,89.2,Hit Into Play,52.4
4,36,1,Jared Horn,Lewis Dirkes,2 Seam,89.3,Foul,66.9
4,36,2,Jared Horn,Lewis Dirkes,2 Seam,88.1,Hit Into Play,21.1
4,37,1,Jared Horn,Jake Ortega,2 Seam,90,Called Strike,-
4,37,2,Jared Horn,Jake Ortega,Changeup,84.1,Swinging Strike,-
4,37,3,Jared Horn,Jake Ortega,2 Seam,91.8,Ball,-
4,37,4,Jared Horn,Jake Ortega,Curve,77.5,Called Strike,-
4,38,1,Jared Horn,Cole Valetta,Curve,76.7,Ball,-
4,38,2,Jared Horn,Cole Valetta,2 Seam,91.8,Foul,53.8
4,38,3,Jared Horn,Cole Valetta,2 Seam,91.1,Ball,-
4,38,4,Jared Horn,Cole Valetta,2 Seam,91.3,Hit Into Play - Out,40.9
4,39,1,Aaron Charles,Ripken Reyes,2 Seam,84.3,Ball,-
4,39,2,Aaron Charles,Ripken Reyes,2 Seam,85.2,Hit Into Play,83.5
4,40,1,Aaron Charles,Cameron Eden,2 Seam,85.6,Ball,-
