Inn,AB,Pitch,Pitcher,Batter,Type,Pitch Spd,Result,Hit Spd
1,1,1,Aaron Shortridge,Sam Grigo,2 Seam,89.3,Called Strike,-
1,1,2,Aaron Shortridge,Sam Grigo,Changeup,81.5,Foul,-
1,1,3,Aaron Shortridge,Sam Grigo,4 Seam,89.6,Ball,-
1,1,4,Aaron Shortridge,Sam Grigo,2 Seam,89.9,Called Strike,-
1,2,1,Aaron Shortridge,Louis Gaitley,4 Seam,90.4,Swinging Strike,-
1,2,2,Aaron Shortridge,Louis Gaitley,Changeup,78,Called Strike,-
1,2,3,Aaron Shortridge,Louis Gaitley,4 Seam,90.5,Ball,-
1,2,4,Aaron Shortridge,Louis Gaitley,Curve,76.4,Called Strike,-
1,3,1,Aaron Shortridge,Cameron Deere,4 Seam,89.9,Ball,-
1,3,2,Aaron Shortridge,Cameron Deere,4 Seam,89.5,Called Strike,-
1,3,3,Aaron Shortridge,Cameron Deere,4 Seam,90.8,Swinging Strike,-
1,3,4,Aaron Shortridge,Cameron Deere,Curve,78.1,Called Strike,-
1,4,1,Garett Delano,Tyrus Greene,2 Seam,83.4,Hit Into Play - Out,77
1,5,1,Garett Delano,Darren Baker,2 Seam,85,Hit Into Play - Out,67.6
1,6,1,Garett Delano,Andrew Vaughn,2 Seam,85.2,Ball,-
1,6,2,Garett Delano,Andrew Vaughn,2 Seam,84.9,Ball,-
1,6,3,Garett Delano,Andrew Vaughn,2 Seam,83.8,Called Strike,-
1,6,4,Garett Delano,Andrew Vaughn,2 Seam,85.8,Called Strike,-
1,6,5,Garett Delano,Andrew Vaughn,Curve,73.3,Swinging Strike,-
2,7,1,Aaron Shortridge,Mark Sluys,2 Seam,89.5,Hit Into Play - Out,44.5
2,8,1,Aaron Shortridge,Willy Homza,2 Seam,88.8,Called Strike,-
2,8,2,Aaron Shortridge,Willy Homza,Changeup,80.4,Hit Into Play,96.5
2,9,1,Aaron Shortridge,Richard Ciufo,2 Seam,88.9,Called Strike,-
2,9,2,Aaron Shortridge,Richard Ciufo,4 Seam,89.5,Foul,-
2,9,3,Aaron Shortridge,Richard Ciufo,4 Seam,90.9,Ball,-
2,9,4,Aaron Shortridge,Richard Ciufo,Curve,78.5,Swinging Strike,-
2,10,1,Aaron Shortridge,Garett Delano,2 Seam,90.7,Called Strike,-
2,10,2,Aaron Shortridge,Garett Delano,2 Seam,90.5,Called Strike,-
2,10,3,Aaron Shortridge,Garett Delano,2 Seam,91.1,Foul,-
2,10,4,Aaron Shortridge,Garett Delano,Slider,77.1,Hit Into Play - Out,93.2
2,11,1,Garett Delano,Tanner Dodson,2 Seam,84.3,Swinging Strike,-
2,11,2,Garett Delano,Tanner Dodson,Changeup,73.2,Ball,-
2,11,3,Garett Delano,Tanner Dodson,2 Seam,84.6,Hit Into Play - Out,75.1
2,12,1,Garett Delano,Jonah Davis,2 Seam,85.3,Ball,-
2,12,2,Garett Delano,Jonah Davis,2 Seam,83.6,Ball,-
2,12,3,Garett Delano,Jonah Davis,2 Seam,83.6,Called Strike,-
2,12,4,Garett Delano,Jonah Davis,2 Seam,83.6,Foul,-
2,12,5,Garett Delano,Jonah Davis,Curve,72.4,Swinging Strike,-
2,13,1,Garett Delano,Korey Lee,2 Seam,85.2,Called Strike,-
2,13,2,Garett Delano,Korey Lee,Curve,73.1,Ball,-
2,13,3,Garett Delano,Korey Lee,2 Seam,84.8,Foul,-
2,13,4,Garett Delano,Korey Lee,2 Seam,85.7,Ball,-
2,13,5,Garett Delano,Korey Lee,Curve,72.6,Swinging Strike,-
3,14,1,Aaron Shortridge,Calvin Farris,2 Seam,87.6,Called Strike,-
3,14,2,Aaron Shortridge,Calvin Farris,2 Seam,89.5,Swinging Strike,-
3,14,3,Aaron Shortridge,Calvin Farris,2 Seam,89.1,Foul,-
3,14,4,Aaron Shortridge,Calvin Farris,Curve,77.8,Ball,-
3,14,5,Aaron Shortridge,Calvin Farris,2 Seam,90.5,Foul,-
3,14,6,Aaron Shortridge,Calvin Farris,Slider,77.4,Hit Into Play - Out,82.4
3,15,1,Aaron Shortridge,Joe Lomuscio,2 Seam,89.2,Ball,-
3,15,2,Aaron Shortridge,Joe Lomuscio,4 Seam,88.6,Hit Into Play - Out,86.8
3,16,1,Aaron Shortridge,Sam Grigo,2 Seam,90,Hit Into Play - Out,67.6
3,17,1,Garett Delano,Sam Wezniak,Changeup,80.6,Ball,-
3,17,2,Garett Delano,Sam Wezniak,2 Seam,83.2,Hit Into Play - Out,-
3,18,1,Garett Delano,Max Flower,2 Seam,84.6,Ball,-
3,18,2,Garett Delano,Max Flower,2 Seam,83.3,Swinging Strike,-
3,18,3,Garett Delano,Max Flower,Curve,72.6,Called Strike,-
3,18,4,Garett Delano,Max Flower,Curve,73.9,Hit Into Play - Out,-
3,19,1,Garett Delano,Ripken Reyes,2 Seam,84.5,Ball,-
3,19,2,Garett Delano,Ripken Reyes,2 Seam,83.5,Foul,-
3,19,3,Garett Delano,Ripken Reyes,2 Seam,86.4,Ball,-
3,19,4,Garett Delano,Ripken Reyes,2 Seam,84.6,Foul,74.8
3,19,5,Garett Delano,Ripken Reyes,Curve,73.7,Ball,-
3,19,6,Garett Delano,Ripken Reyes,2 Seam,83.9,Hit Into Play - Out,93.3
4,20,1,Aaron Shortridge,Louis Gaitley,Slider,76.9,Swinging Strike,-
4,20,2,Aaron Shortridge,Louis Gaitley,4 Seam,89.4,Swinging Strike,-
4,20,3,Aaron Shortridge,Louis Gaitley,Slider,78.1,Ball,-
4,20,4,Aaron Shortridge,Louis Gaitley,Slider,76.2,Ball,-
4,20,5,Aaron Shortridge,Louis Gaitley,2 Seam,90.1,Foul,52.7
4,20,6,Aaron Shortridge,Louis Gaitley,4 Seam,90.5,Swinging Strike,-
4,21,1,Aaron Shortridge,Cameron Deere,2 Seam,88.9,Swinging Strike,-
4,21,2,Aaron Shortridge,Cameron Deere,2 Seam,89.5,Foul,-
4,21,3,Aaron Shortridge,Cameron Deere,Slider,77.3,Swinging Strike,-
4,22,1,Aaron Shortridge,Mark Sluys,2 Seam,90.2,Called Strike,-
4,22,2,Aaron Shortridge,Mark Sluys,4 Seam,89.6,Ball,-
4,22,3,Aaron Shortridge,Mark Sluys,Slider,77.6,Swinging Strike,-
4,22,4,Aaron Shortridge,Mark Sluys,2 Seam,90.9,Ball,-
4,22,5,Aaron Shortridge,Mark Sluys,Curve,77.5,Ball,-
4,22,6,Aaron Shortridge,Mark Sluys,2 Seam,89.5,Foul,60.1
4,22,7,Aaron Shortridge,Mark Sluys,2 Seam,89.3,Hit Into Play,95
4,23,1,Aaron Shortridge,Willy Homza,2 Seam,89.1,Called Strike,-
4,23,2,Aaron Shortridge,Willy Homza,4 Seam,89.9,Ball,-
4,23,3,Aaron Shortridge,Willy Homza,2 Seam,88.7,Called Strike,-
4,23,4,Aaron Shortridge,Willy Homza,Slider,77.3,Foul,-
4,23,5,Aaron Shortridge,Willy Homza,2 Seam,90.3,Foul,-
4,23,6,Aaron Shortridge,Willy Homza,2 Seam,90.3,Hit Into Play - Out,67.6
4,24,1,Garett Delano,Tyrus Greene,2 Seam,83.8,Called Strike,-
4,24,2,Garett Delano,Tyrus Greene,Curve,70.8,Ball,-
4,24,3,Garett Delano,Tyrus Greene,Changeup,73.4,Hit Into Play - Out,33.6
4,25,1,Garett Delano,Darren Baker,2 Seam,83.3,Ball,-
4,25,2,Garett Delano,Darren Baker,2 Seam,83.1,Hit Into Play - Out,85.4
4,26,1,Garett Delano,Andrew Vaughn,Curve,72.2,Called Strike,-
4,26,2,Garett Delano,Andrew Vaughn,Curve,73.4,Ball,-
4,26,3,Garett Delano,Andrew Vaughn,2 Seam,84.8,Hit Into Play,96.1
4,27,1,Garett Delano,Tanner Dodson,Curve,70.7,Ball,-
4,27,2,Garett Delano,Tanner Dodson,2 Seam,83.1,Ball,-
4,27,3,Garett Delano,Tanner Dodson,2 Seam,84,Foul,91.5
4,27,4,Garett Delano,Tanner Dodson,2 Seam,84.5,Ball,-
4,27,5,Garett Delano,Tanner Dodson,2 Seam,84.3,Swinging Strike,-
4,27,6,Garett Delano,Tanner Dodson,2 Seam,84.5,Swinging Strike,-
5,28,1,Aaron Shortridge,Richard Ciufo,4 Seam,87.8,Hit Into Play - Out,81.2
5,29,1,Aaron Shortridge,Garett Delano,2 Seam,88.3,Called Strike,-
5,29,2,Aaron Shortridge,Garett Delano,Slider,76.3,Called Strike,-
5,29,3,Aaron Shortridge,Garett Delano,2 Seam,88.7,Ball,-
5,29,4,Aaron Shortridge,Garett Delano,Slider,77.2,Foul,66.5
5,29,5,Aaron Shortridge,Garett Delano,2 Seam,89.1,Hit Into Play,94.9
5,30,1,Aaron Shortridge,Calvin Farris,2 Seam,88.4,Ball,-
5,30,2,Aaron Shortridge,Calvin Farris,Changeup,79.4,Foul,-
5,30,3,Aaron Shortridge,Calvin Farris,2 Seam,88.3,Called Strike,-
5,30,4,Aaron Shortridge,Calvin Farris,4 Seam,88.7,Called Strike,-
5,31,1,Aaron Shortridge,Joe Lomuscio,Curve,75,Hit Into Play - Out,77
5,32,1,Garett Delano,Jonah Davis,2 Seam,84.1,Foul,-
5,32,2,Garett Delano,Jonah Davis,Changeup,72.6,Foul,-
5,32,3,Garett Delano,Jonah Davis,2 Seam,85.7,Ball,-
5,32,4,Garett Delano,Jonah Davis,Changeup,72.6,Ball,-
5,32,5,Garett Delano,Jonah Davis,Curve,71.6,Foul,72.3
5,32,6,Garett Delano,Jonah Davis,Changeup,73.2,Hit Into Play,94.5
5,33,1,Garett Delano,Korey Lee,Curve,70.3,Hit Into Play,63.9
