Inn,AB,Pitch,Pitcher,Batter,Type,Pitch Spd,Result,Hit Spd
1,1,1,Joey Matulovich,Jake Ortega,2 Seam,90.4,Called Strike,-
1,1,2,Joey Matulovich,Jake Ortega,4 Seam,91.4,Foul,-
1,1,3,Joey Matulovich,Jake Ortega,Slider,72.4,Ball,-
1,1,4,Joey Matulovich,Jake Ortega,2 Seam,89.9,Ball,-
1,1,5,Joey Matulovich,Jake Ortega,4 Seam,91.5,Foul,-
1,1,6,Joey Matulovich,Jake Ortega,2 Seam,88.6,Hit Into Play - Out,-
1,2,1,Joey Matulovich,Lewis Dirkes,2 Seam,90,Ball,-
1,2,2,Joey Matulovich,Lewis Dirkes,2 Seam,89.5,Called Strike,-
1,2,3,Joey Matulovich,Lewis Dirkes,2 Seam,90.3,Foul,-
1,2,4,Joey Matulovich,Lewis Dirkes,2 Seam,89.3,Foul,-
1,2,5,Joey Matulovich,Lewis Dirkes,Curve,77.3,Ball,-
1,2,6,Joey Matulovich,Lewis Dirkes,2 Seam,88.7,Ball,-
1,2,7,Joey Matulovich,Lewis Dirkes,4 Seam,89.2,Foul,-
1,2,8,Joey Matulovich,Lewis Dirkes,2 Seam,90.6,Ball,-
1,3,1,Joey Matulovich,Andrew Penner,2 Seam,85.6,Ball,-
1,3,2,Joey Matulovich,Andrew Penner,Slider,77.2,Ball,-
1,3,3,Joey Matulovich,Andrew Penner,2 Seam,87.6,Foul,-
1,3,4,Joey Matulovich,Andrew Penner,2 Seam,88.9,Foul,-
1,3,5,Joey Matulovich,Andrew Penner,2 Seam,86.7,Foul,-
1,3,6,Joey Matulovich,Andrew Penner,Curve,75.1,Swinging Strike,-
1,4,1,Joey Matulovich,Ryan Koch,2 Seam,87.7,Called Strike,-
1,4,2,Joey Matulovich,Ryan Koch,2 Seam,88.4,Called Strike,-
1,4,3,Joey Matulovich,Ryan Koch,2 Seam,88.3,Foul Tip,-
1,5,1,Davonte Butler,Tyrus Greene,4 Seam,86,Called Strike,-
1,5,2,Davonte Butler,Tyrus Greene,2 Seam,87.4,Ball,-
1,5,3,Davonte Butler,Tyrus Greene,2 Seam,86.2,Ball,-
1,5,4,Davonte Butler,Tyrus Greene,4 Seam,86.4,Ball,-
1,5,5,Davonte Butler,Tyrus Greene,4 Seam,85.4,Swinging Strike,-
1,5,6,Davonte Butler,Tyrus Greene,4 Seam,87.4,Foul,-
1,5,7,Davonte Butler,Tyrus Greene,2 Seam,86.4,Hit Into Play,94.4
1,6,1,Davonte Butler,Darren Baker,2 Seam,82.3,Hit Into Play - Out,-
1,7,1,Davonte Butler,Andrew Vaughn,2 Seam,86.2,Called Strike,-
1,7,2,Davonte Butler,Andrew Vaughn,4 Seam,84.8,Hit Into Play - Out,90.5
1,8,1,Davonte Butler,Tanner Dodson,Slider,74.7,Called Strike,-
1,8,2,Davonte Butler,Tanner Dodson,Changeup,79.8,Swinging Strike,-
1,8,3,Davonte Butler,Tanner Dodson,2 Seam,82.9,Ball,-
