Inn,AB,Pitch,Pitcher,Batter,Type,Pitch Spd,Result,Hit Spd
1,1,1,Jared Horn,Steven Kwan,2 Seam,93.1,Ball,-
1,1,2,Jared Horn,Steven Kwan,2 Seam,91.8,Ball,-
1,1,3,Jared Horn,Steven Kwan,2 Seam,91.5,Ball,-
1,1,4,Jared Horn,Steven Kwan,2 Seam,91.6,Ball,-
1,2,1,Jared Horn,Grenier Cadyn,2 Seam,92.1,Called Strike,-
1,2,2,Jared Horn,Grenier Cadyn,2 Seam,91.7,Ball,-
1,2,3,Jared Horn,Grenier Cadyn,2 Seam,91.4,Called Strike,-
1,2,4,Jared Horn,Grenier Cadyn,Curve,77.2,Hit Into Play,94.2
1,3,1,Jared Horn,Adley Rutschman,2 Seam,92.6,Hit Into Play - Out,61.3
1,4,1,Jared Horn,Trevor Larnach,2 Seam,93.2,Called Strike,-
1,4,2,Jared Horn,Trevor Larnach,2 Seam,93.9,Hit Into Play - Out,80.7
1,5,1,Jared Horn,Michael Gretler,2 Seam,92.2,Hit Into Play - Out,65.2
1,6,1,Luke Heimlich,Tyrus Greene,Cutter,91.1,Ball,-
1,6,2,Luke Heimlich,Tyrus Greene,Cutter,91.5,Hit Into Play - Out,93.4
1,7,1,Luke Heimlich,Darren Baker,Cutter,91,Ball,-
1,7,2,Luke Heimlich,Darren Baker,4 Seam,90.8,Hit Into Play - Out,62.4
1,8,1,Luke Heimlich,Andrew Vaughn,4 Seam,91.8,Called Strike,-
1,8,2,Luke Heimlich,Andrew Vaughn,4 Seam,92.9,Called Strike,-
1,8,3,Luke Heimlich,Andrew Vaughn,4 Seam,92.1,Ball,-
1,8,4,Luke Heimlich,Andrew Vaughn,Changeup,80.9,Ball,-
1,8,5,Luke Heimlich,Andrew Vaughn,Cutter,81.2,Ball,-
1,8,6,Luke Heimlich,Andrew Vaughn,Slider,79.6,Ball,-
1,9,1,Luke Heimlich,Tanner Dodson,Curve,76.6,Called Strike,-
1,9,2,Luke Heimlich,Tanner Dodson,Cutter,91.7,Foul,-
1,9,3,Luke Heimlich,Tanner Dodson,4 Seam,92.6,Ball,-
1,9,4,Luke Heimlich,Tanner Dodson,Cutter,92.1,Hit Into Play - Out,90.7
2,10,1,Jared Horn,Preston Jones,2 Seam,91.2,Ball,-
2,10,2,Jared Horn,Preston Jones,2 Seam,91.3,Called Strike,-
2,10,3,Jared Horn,Preston Jones,2 Seam,91.4,Hit Into Play,44.8
2,11,1,Jared Horn,Jack Anderson,2 Seam,91,Foul,-
2,11,2,Jared Horn,Jack Anderson,2 Seam,90.9,Foul,-
2,11,3,Jared Horn,Jack Anderson,2 Seam,93.5,Ball,-
2,11,4,Jared Horn,Jack Anderson,2 Seam,91.3,Ball,-
2,11,5,Jared Horn,Jack Anderson,4 Seam,90.8,Called Strike,-
2,12,1,Jared Horn,Zak Taylor,Curve,75.2,Ball,-
2,12,2,Jared Horn,Zak Taylor,2 Seam,90.5,Ball,-
2,12,3,Jared Horn,Zak Taylor,2 Seam,89.2,Called Strike,-
2,12,4,Jared Horn,Zak Taylor,2 Seam,90.3,Foul,-
2,12,5,Jared Horn,Zak Taylor,Curve,77.1,Swinging Strike,-
2,13,1,Jared Horn,Andy Armstrong,2 Seam,89.7,Ball,-
2,13,2,Jared Horn,Andy Armstrong,2 Seam,89.6,Called Strike,-
2,13,3,Jared Horn,Andy Armstrong,Curve,76.5,Ball,-
2,13,4,Jared Horn,Andy Armstrong,2 Seam,88.3,Ball,-
2,13,5,Jared Horn,Andy Armstrong,2 Seam,89.6,Ball,-
2,14,1,Jared Horn,Steven Kwan,2 Seam,90.3,Hit Into Play - Run Scored,95.4
2,15,1,Jared Horn,Grenier Cadyn,Curve,75.4,Called Strike,-
2,15,2,Jared Horn,Grenier Cadyn,2 Seam,92,Called Strike,-
2,15,3,Jared Horn,Grenier Cadyn,2 Seam,91.4,Ball,-
2,15,4,Jared Horn,Grenier Cadyn,Curve,75.7,Swinging Strike,-
2,16,1,Luke Heimlich,Korey Lee,Cutter,89.6,Hit Into Play - Out,96.8
