Inn,AB,Pitch,Pitcher,Batter,Type,Pitch Spd,Result,Hit Spd
1,1,1,Matt Ladrech,Cal Stevenson,4 Seam,81.5,Called Strike,-
1,1,2,Matt Ladrech,Cal Stevenson,Curve,73.2,Swinging Strike,-
1,1,3,Matt Ladrech,Cal Stevenson,Slider,73.9,Hit Into Play - Out,-
1,2,1,Matt Ladrech,Alfonso Rivas III,Cutter,74.7,Ball,-
1,2,2,Matt Ladrech,Alfonso Rivas III,Slider,74.4,Ball,-
1,2,3,Matt Ladrech,Alfonso Rivas III,Cutter,74.5,Ball,-
1,2,4,Matt Ladrech,Alfonso Rivas III,Cutter,80.4,Foul,-
1,2,5,Matt Ladrech,Alfonso Rivas III,4 Seam,80.6,Hit Into Play - Out,-
1,3,1,Matt Ladrech,Cameron Cannon,2 Seam,81.8,Called Strike,-
1,3,2,Matt Ladrech,Cameron Cannon,4 Seam,80.9,Called Strike,-
1,3,3,Matt Ladrech,Cameron Cannon,4 Seam,80.8,Foul,-
1,3,4,Matt Ladrech,Cameron Cannon,Slider,73,Hit Into Play,-
1,4,1,Matt Ladrech,Cesar Salazar,4 Seam,81.4,Called Strike,-
1,4,2,Matt Ladrech,Cesar Salazar,2 Seam,81.8,Swinging Strike,-
1,4,3,Matt Ladrech,Cesar Salazar,2 Seam,81.6,Ball,-
1,4,4,Matt Ladrech,Cesar Salazar,2 Seam,79.6,Foul,-
1,4,5,Matt Ladrech,Cesar Salazar,Curve,68.5,Ball,-
1,4,6,Matt Ladrech,Cesar Salazar,Changeup,73.3,Swinging Strike,-
1,5,1,Cody Deason,Tyrus Greene,2 Seam,87.8,Called Strike,-
1,5,2,Cody Deason,Tyrus Greene,2 Seam,86,Called Strike,-
1,5,3,Cody Deason,Tyrus Greene,Changeup,80.4,Ball,-
1,6,1,Cody Deason,Andrew Vaughn,2 Seam,88.8,Swinging Strike,-
1,6,2,Cody Deason,Andrew Vaughn,2 Seam,89.9,Called Strike,-
1,6,3,Cody Deason,Andrew Vaughn,Changeup,80.7,Ball,-
1,7,1,Cody Deason,Tanner Dodson,2 Seam,89.6,Called Strike,-
1,7,2,Cody Deason,Tanner Dodson,2 Seam,88,Ball,-
1,7,3,Cody Deason,Tanner Dodson,2 Seam,85.4,Ball,-
1,7,4,Cody Deason,Tanner Dodson,2 Seam,89.2,Foul,-
1,7,5,Cody Deason,Tanner Dodson,Curve,79.9,Ball,-
1,7,6,Cody Deason,Tanner Dodson,2 Seam,90.1,Called Strike,-
1,8,1,Cody Deason,Jonah Davis,Cutter,86.9,Hit Into Play - Out,-
2,9,1,Matt Ladrech,Nick Quintana,Cutter,80.1,Ball,-
2,9,2,Matt Ladrech,Nick Quintana,Cutter,80.7,Called Strike,-
2,9,3,Matt Ladrech,Nick Quintana,4 Seam,80.9,Ball,-
2,9,4,Matt Ladrech,Nick Quintana,Slider,70.8,Foul,-
2,9,5,Matt Ladrech,Nick Quintana,Cutter,72.9,Hit Into Play,-
2,10,1,Matt Ladrech,Seve Romo,4 Seam,80.4,Ball,-
2,10,2,Matt Ladrech,Seve Romo,Cutter,80.3,Foul,-
2,10,3,Matt Ladrech,Seve Romo,2 Seam,80.6,Hit Into Play,-
2,11,1,Matt Ladrech,Jacob Blas,2 Seam,80.4,Foul,-
2,11,2,Matt Ladrech,Jacob Blas,2 Seam,80.1,Foul,-
2,11,3,Matt Ladrech,Jacob Blas,Changeup,72.9,Ball,-
2,11,4,Matt Ladrech,Jacob Blas,2 Seam,81.7,Called Strike,-
2,12,1,Matt Ladrech,Matt Frazier,4 Seam,81.3,Foul,-
2,12,2,Matt Ladrech,Matt Frazier,Changeup,70.4,Foul,-
2,12,3,Matt Ladrech,Matt Frazier,4 Seam,81.3,Hit Into Play,-
2,13,1,Matt Ladrech,Ryan Haug,2 Seam,79.8,Ball,-
2,13,2,Matt Ladrech,Ryan Haug,2 Seam,80.5,Ball,-
2,13,3,Matt Ladrech,Ryan Haug,Cutter,79.8,Ball,-
2,13,4,Matt Ladrech,Ryan Haug,Changeup,79,Called Strike,-
2,13,5,Matt Ladrech,Ryan Haug,2 Seam,80.4,Called Strike,-
2,13,6,Matt Ladrech,Ryan Haug,Cutter,79.8,Foul,-
2,13,7,Matt Ladrech,Ryan Haug,Cutter,80.1,Called Strike,-
2,14,1,Matt Ladrech,Cal Stevenson,4 Seam,80.9,Called Strike,-
