Inn,AB,Pitch,Pitcher,Batter,Type,Pitch Spd,Result,Hit Spd
1,1,1,Rogelio Reyes,Sam Grigo,2 Seam,88.3,Ball,-
1,1,2,Rogelio Reyes,Sam Grigo,2 Seam,88.5,Ball,-
1,1,3,Rogelio Reyes,Sam Grigo,2 Seam,82.9,Ball,-
1,1,4,Rogelio Reyes,Sam Grigo,Changeup,82,Hit Into Play,75.9
1,2,1,Rogelio Reyes,Louis Gaitley,Curve,71.6,Swinging Strike,-
1,2,2,Rogelio Reyes,Louis Gaitley,2 Seam,90,Foul,83.1
1,2,3,Rogelio Reyes,Louis Gaitley,2 Seam,89.8,Ball,-
1,2,4,Rogelio Reyes,Louis Gaitley,2 Seam,89.2,Hit Into Play,89.7
1,3,1,Rogelio Reyes,Cameron Deere,Curve,72.8,Ball,-
1,3,2,Rogelio Reyes,Cameron Deere,2 Seam,88.5,Swinging Strike,-
1,3,3,Rogelio Reyes,Cameron Deere,Curve,73.3,Ball,-
1,3,4,Rogelio Reyes,Cameron Deere,2 Seam,89.8,Swinging Strike,-
1,3,5,Rogelio Reyes,Cameron Deere,Curve,72.7,Foul,-
1,3,6,Rogelio Reyes,Cameron Deere,Curve,72,Swinging Strike,-
1,4,1,Rogelio Reyes,Mark Sluys,2 Seam,88.2,Hit Into Play - Out,64.5
1,5,1,Collin Garner,Tyrus Greene,2 Seam,84.6,Called Strike,-
1,5,2,Collin Garner,Tyrus Greene,2 Seam,85.6,Ball,-
1,5,3,Collin Garner,Tyrus Greene,2 Seam,85.2,Hit Into Play,88.8
1,6,1,Collin Garner,Darren Baker,2 Seam,82.7,Ball,-
1,6,2,Collin Garner,Darren Baker,2 Seam,83.7,Called Strike,-
1,6,3,Collin Garner,Darren Baker,Changeup,77.8,Ball,-
1,6,4,Collin Garner,Darren Baker,4 Seam,84.1,Hit Into Play - Out,84.6
1,7,1,Collin Garner,Andrew Vaughn,Slider,71.8,Ball,-
1,7,2,Collin Garner,Andrew Vaughn,4 Seam,85.1,Ball,-
1,7,3,Collin Garner,Andrew Vaughn,2 Seam,84.8,Ball,-
1,7,4,Collin Garner,Andrew Vaughn,4 Seam,85.2,Ball,-
1,8,1,Collin Garner,Tanner Dodson,2 Seam,83.2,Foul,-
1,8,2,Collin Garner,Tanner Dodson,Changeup,78.1,Ball,-
1,8,3,Collin Garner,Tanner Dodson,Curve,70.9,Ball,-
1,8,4,Collin Garner,Tanner Dodson,2 Seam,83.9,Foul,-
1,8,5,Collin Garner,Tanner Dodson,4 Seam,85,Hit Into Play,67.9
1,9,1,Collin Garner,Jonah Davis,Changeup,77.9,Ball,-
1,9,2,Collin Garner,Jonah Davis,4 Seam,83.4,Ball,-
1,9,3,Collin Garner,Jonah Davis,4 Seam,83.9,Hit Into Play - Run Scored,102.5
1,10,1,Collin Garner,Korey Lee,Curve,71.8,Ball,-
1,10,2,Collin Garner,Korey Lee,Cutter,85.4,Foul,55
1,10,3,Collin Garner,Korey Lee,4 Seam,85.3,Swinging Strike,-
1,10,4,Collin Garner,Korey Lee,4 Seam,84.6,Ball,-
1,10,5,Collin Garner,Korey Lee,2 Seam,85.2,Hit Into Play - Run Scored,101
1,11,1,Collin Garner,Sam Wezniak,4 Seam,84.6,Hit Into Play - Run Scored,86.9
1,12,1,Collin Garner,Jeffery Mitchell Jr.,2 Seam,83.8,Called Strike,-
1,12,2,Collin Garner,Jeffery Mitchell Jr.,Curve,71.8,Ball,-
1,12,3,Collin Garner,Jeffery Mitchell Jr.,2 Seam,83.3,Foul,96.7
1,12,4,Collin Garner,Jeffery Mitchell Jr.,Curve,70.8,Ball,-
1,12,5,Collin Garner,Jeffery Mitchell Jr.,4 Seam,82.9,Ball,-
1,12,6,Collin Garner,Jeffery Mitchell Jr.,2 Seam,82.5,Foul,-
1,12,7,Collin Garner,Jeffery Mitchell Jr.,2 Seam,82.6,Ball,-
1,13,1,Collin Garner,Cameron Eden,Curve,70,Called Strike,-
1,13,2,Collin Garner,Cameron Eden,4 Seam,84.5,Ball,-
1,13,3,Collin Garner,Cameron Eden,4 Seam,84.4,Ball,-
1,13,4,Collin Garner,Cameron Eden,4 Seam,83.9,Ball,-
1,13,5,Collin Garner,Cameron Eden,4 Seam,83.6,Swinging Strike,-
1,13,6,Collin Garner,Cameron Eden,4 Seam,83.8,Ball,-
1,14,1,Collin Garner,Tyrus Greene,4 Seam,83.9,Ball,-
1,14,2,Collin Garner,Tyrus Greene,2 Seam,83.1,Foul,-
1,14,3,Collin Garner,Tyrus Greene,4 Seam,83.6,Ball,-
1,14,4,Collin Garner,Tyrus Greene,4 Seam,83.3,Called Strike,-
1,14,5,Collin Garner,Tyrus Greene,4 Seam,83.1,Foul,73.8
1,14,6,Collin Garner,Tyrus Greene,4 Seam,83.6,Hit Into Play - Run Scored,90.1
1,15,1,Collin Garner,Darren Baker,2 Seam,83,Called Strike,-
1,15,2,Collin Garner,Darren Baker,Changeup,76.3,Ball,-
1,15,3,Collin Garner,Darren Baker,Changeup,81.2,Foul,-
1,15,4,Collin Garner,Darren Baker,Slider,71,Foul,-
1,15,5,Collin Garner,Darren Baker,2 Seam,81.6,Hit Into Play - Out,57.4
2,16,1,Rogelio Reyes,Willy Homza,2 Seam,86.7,Hit Into Play,95.6
