Inn,AB,Pitch,Pitcher,Batter,Type,Pitch Spd,Result,Hit Spd
1,1,2,Matt Ladrech,Daniel Amaral,Curve,72.5,Hit Into Play - Out,-
1,2,1,Matt Ladrech,Jake Hirabayashi,2 Seam,82.9,Ball,-
1,2,2,Matt Ladrech,Jake Hirabayashi,4 Seam,82.1,Foul,74
1,2,3,Matt Ladrech,Jake Hirabayashi,4 Seam,82,Ball,-
1,2,4,Matt Ladrech,Jake Hirabayashi,Slider,74.3,Swinging Strike,-
1,2,5,Matt Ladrech,Jake Hirabayashi,Slider,73.2,Hit Into Play - Out,66.1
1,3,1,Matt Ladrech,Michael Toglia,2 Seam,83.1,Ball,-
1,3,2,Matt Ladrech,Michael Toglia,4 Seam,83.3,Foul,-
1,3,3,Matt Ladrech,Michael Toglia,Cutter,81.7,Ball,-
1,3,4,Matt Ladrech,Michael Toglia,Slider,72.2,Called Strike,-
1,3,5,Matt Ladrech,Michael Toglia,Slider,72.9,Foul,79.8
1,3,6,Matt Ladrech,Michael Toglia,4 Seam,82,Hit Into Play,105.7
1,4,1,Matt Ladrech,Chase Strumpf,Cutter,73.8,Ball,-
1,4,2,Matt Ladrech,Chase Strumpf,4 Seam,82.8,Ball,-
1,4,3,Matt Ladrech,Chase Strumpf,4 Seam,82.3,Foul,-
1,4,4,Matt Ladrech,Chase Strumpf,Slider,74.3,Hit Into Play - Out,87.8
1,5,1,Jake Bird,Tyrus Greene,2 Seam,89.7,Ball,-
1,5,2,Jake Bird,Tyrus Greene,Changeup,82.1,Called Strike,-
1,5,3,Jake Bird,Tyrus Greene,2 Seam,89.8,Called Strike,-
1,5,4,Jake Bird,Tyrus Greene,Curve,76.5,Hit Into Play,93.6
1,6,1,Jake Bird,Jeffery Mitchell Jr.,Cutter,83.7,Hit Into Play - Out,19.9
1,7,1,Jake Bird,Andrew Vaughn,2 Seam,88.2,Ball,-
1,7,2,Jake Bird,Andrew Vaughn,2 Seam,88.3,Ball,-
1,7,3,Jake Bird,Andrew Vaughn,Cutter,85.8,Called Strike,-
1,7,4,Jake Bird,Andrew Vaughn,4 Seam,84.8,Foul,-
1,7,5,Jake Bird,Andrew Vaughn,4 Seam,87.4,Ball,-
1,7,6,Jake Bird,Andrew Vaughn,Cutter,89.3,Hit Into Play,104.6
