Inn,AB,Pitch,Pitcher,Batter,Type,Pitch Spd,Result,Hit Spd
1,1,1,Jared Horn,Daniel Amaral,2 Seam,90.3,Ball,-
1,2,1,Jared Horn,Jake Hirabayashi,2 Seam,90.3,Ball,-
1,2,2,Jared Horn,Jake Hirabayashi,2 Seam,91.1,Ball,-
1,3,1,Jared Horn,Michael Toglia,2 Seam,92.3,Ball,-
1,3,2,Jared Horn,Michael Toglia,2 Seam,92.9,Ball,-
1,3,3,Jared Horn,Michael Toglia,2 Seam,92.5,Called Strike,-
1,3,4,Jared Horn,Michael Toglia,2 Seam,91.5,Hit Into Play - Out,100.2
1,4,1,Jared Horn,Chase Strumpf,2 Seam,92.7,Hit Into Play - Out,47.9
1,5,1,Zach Pettway,Tyrus Greene,2 Seam,84.7,Foul,-
1,5,2,Zach Pettway,Tyrus Greene,2 Seam,85.4,Called Strike,-
1,5,3,Zach Pettway,Tyrus Greene,2 Seam,87,Ball,-
1,5,4,Zach Pettway,Tyrus Greene,2 Seam,86.6,Called Strike,-
1,6,1,Zach Pettway,Jeffery Mitchell Jr.,Curve,70.6,Called Strike,-
1,6,2,Zach Pettway,Jeffery Mitchell Jr.,2 Seam,86,Ball,-
1,6,3,Zach Pettway,Jeffery Mitchell Jr.,2 Seam,86,Ball,-
1,6,4,Zach Pettway,Jeffery Mitchell Jr.,Changeup,78.4,Hit By Pitch,-
1,7,1,Zach Pettway,Kyle Sanchez,2 Seam,85.4,Called Strike,-
1,7,2,Zach Pettway,Kyle Sanchez,2 Seam,85.6,Hit Into Play - Out,92.2
1,8,1,Zach Pettway,Tanner Dodson,Changeup,79.2,Swinging Strike,-
1,8,2,Zach Pettway,Tanner Dodson,Changeup,78.8,Foul,-
1,8,3,Zach Pettway,Tanner Dodson,2 Seam,85.4,Ball,-
1,8,4,Zach Pettway,Tanner Dodson,2 Seam,85.3,Foul,-
1,8,5,Zach Pettway,Tanner Dodson,2 Seam,86.5,Ball,-
1,8,6,Zach Pettway,Tanner Dodson,4 Seam,80.2,Foul,-
1,8,7,Zach Pettway,Tanner Dodson,Changeup,78.4,Foul,-
1,8,8,Zach Pettway,Tanner Dodson,Changeup,79.1,Swinging Strike,-
2,9,1,Jared Horn,Jake Pries,2 Seam,89.7,Hit Into Play - Out,87
2,9,2,Jared Horn,Jake Pries,2 Seam,91.1,Ball,-
2,9,3,Jared Horn,Jake Pries,2 Seam,90.2,Called Strike,-
2,9,4,Jared Horn,Jake Pries,Changeup,84,Hit Into Play - Out,72.3
2,10,1,Jared Horn,Ryan Kreidler,2 Seam,91.5,Foul,90.5
2,10,2,Jared Horn,Ryan Kreidler,2 Seam,91.7,Foul,-
2,10,3,Jared Horn,Ryan Kreidler,Curve,76.4,Ball,-
2,10,4,Jared Horn,Ryan Kreidler,Curve,74.9,Hit Into Play - Out,49.6
2,11,1,Zach Pettway,Jonah Davis,Curve,69.2,Ball,-
2,11,2,Zach Pettway,Jonah Davis,Changeup,79,Foul,-
2,11,3,Zach Pettway,Jonah Davis,2 Seam,85.4,Swinging Strike,-
2,11,4,Zach Pettway,Jonah Davis,Changeup,79.4,Ball,-
2,11,5,Zach Pettway,Jonah Davis,Changeup,78.9,Hit Into Play - Run Scored,-
2,12,1,Zach Pettway,Darren Baker,2 Seam,85.8,Hit Into Play,-
