Inn,AB,Pitch,Pitcher,Batter,Type,Pitch Spd,Result,Hit Spd
1,1,1,Rogelio Reyes,Jonathan Allen,2 Seam,88.4,Hit Into Play - Run Scored,-
1,2,1,Rogelio Reyes,Riley Helland,2 Seam,88.8,Ball,-
1,2,2,Rogelio Reyes,Riley Helland,Changeup,81.8,Ball,-
1,2,3,Rogelio Reyes,Riley Helland,4 Seam,89,Foul,-
1,2,4,Rogelio Reyes,Riley Helland,2 Seam,88.6,Ball,-
1,2,5,Rogelio Reyes,Riley Helland,2 Seam,88.3,Swinging Strike,-
1,2,6,Rogelio Reyes,Riley Helland,4 Seam,89.3,Foul,81.2
1,2,7,Rogelio Reyes,Riley Helland,2 Seam,89.3,Foul,-
1,2,8,Rogelio Reyes,Riley Helland,Changeup,83.1,Foul,36.8
1,2,9,Rogelio Reyes,Riley Helland,Changeup,82.4,Ball,-
1,3,1,Rogelio Reyes,Michael Perri,2 Seam,89.6,Hit Into Play,95.8
1,4,1,Rogelio Reyes,Ross Puskarich,Curve,73.2,Ball,-
1,4,2,Rogelio Reyes,Ross Puskarich,2 Seam,89.8,Hit Into Play - Run Scored,106.4
1,5,1,Rogelio Reyes,RJ Cordeiro,Changeup,81.5,Swinging Strike,-
1,5,2,Rogelio Reyes,RJ Cordeiro,Changeup,81.7,Ball,-
1,7,1,Daniel Slominski,Tyrus Greene,2 Seam,88.8,Called Strike,-
1,7,2,Daniel Slominski,Tyrus Greene,2 Seam,88.4,Ball,-
1,7,3,Daniel Slominski,Tyrus Greene,2 Seam,90.1,Ball,-
1,7,4,Daniel Slominski,Tyrus Greene,2 Seam,89.7,Called Strike,-
1,7,5,Daniel Slominski,Tyrus Greene,Changeup,78.8,Called Strike,-
1,8,1,Daniel Slominski,Tanner Dodson,2 Seam,90.4,Swinging Strike,-
1,8,2,Daniel Slominski,Tanner Dodson,Changeup,78.6,Hit Into Play - Out,-
1,9,1,Daniel Slominski,Andrew Vaughn,2 Seam,91,Called Strike,-
1,9,2,Daniel Slominski,Andrew Vaughn,2 Seam,92,Ball,-
1,9,3,Daniel Slominski,Andrew Vaughn,Changeup,79.7,Foul,-
1,9,4,Daniel Slominski,Andrew Vaughn,2 Seam,91.3,Ball,-
1,9,5,Daniel Slominski,Andrew Vaughn,Changeup,81.4,Ball,-
1,9,6,Daniel Slominski,Andrew Vaughn,2 Seam,89.6,Hit By Pitch,-
1,10,1,Daniel Slominski,Jonah Davis,2 Seam,89.4,Hit Into Play - Out,-
1,11,1,Daniel Slominski,Jeff Mitchell Jr,2 Seam,89.5,Foul,-
1,11,2,Daniel Slominski,Jeff Mitchell Jr,Changeup,77.9,Ball,-
1,11,3,Daniel Slominski,Jeff Mitchell Jr,2 Seam,89,Called Strike,-
1,11,4,Daniel Slominski,Jeff Mitchell Jr,Changeup,81.3,Ball,-
1,11,5,Daniel Slominski,Jeff Mitchell Jr,Changeup,80.8,Ball,-
1,11,6,Daniel Slominski,Jeff Mitchell Jr,2 Seam,89.3,Hit Into Play - Out,-
2,12,1,Rogelio Reyes,Thomas McCarthy,2 Seam,88.7,Hit Into Play,85.2
2,13,1,Rogelio Reyes,Jack Winkler,2 Seam,87.5,Ball,-
2,13,2,Rogelio Reyes,Jack Winkler,Changeup,78.5,Ball,-
2,13,3,Rogelio Reyes,Jack Winkler,2 Seam,88.1,Hit Into Play - Out,-
2,14,1,Rogelio Reyes,Tyler Villaroman,Curve,72.3,Ball,-
2,14,2,Rogelio Reyes,Tyler Villaroman,Changeup,80.2,Ball,-
2,14,3,Rogelio Reyes,Tyler Villaroman,2 Seam,88.8,Ball,-
2,14,4,Rogelio Reyes,Tyler Villaroman,2 Seam,88.5,Called Strike,-
2,14,5,Rogelio Reyes,Tyler Villaroman,2 Seam,88.2,L,-
2,14,6,Rogelio Reyes,Tyler Villaroman,2 Seam,88.7,Foul,-
2,14,7,Rogelio Reyes,Tyler Villaroman,2 Seam,88.3,Foul,-
2,14,8,Rogelio Reyes,Tyler Villaroman,Changeup,81,Hit Into Play - Out,-
2,15,1,Andrew Buckley,Jonathan Allen,Changeup,79.1,Called Strike,-
