Inn,AB,Pitch,Pitcher,Batter,Type,Pitch Spd,Result,Hit Spd
1,1,1,Aaron Shortridge,Cal Stevenson,-,88.4,Ball,-
1,1,2,Aaron Shortridge,Cal Stevenson,4 Seam,87.2,Called Strike,-
1,1,3,Aaron Shortridge,Cal Stevenson,4 Seam,88.8,Hit Into Play - Out,75.9
1,2,1,Aaron Shortridge,Alfonso Rivas III,4 Seam,89.5,Called Strike,-
1,2,2,Aaron Shortridge,Alfonso Rivas III,4 Seam,87.8,Ball,-
1,2,3,Aaron Shortridge,Alfonso Rivas III,Slider,74.4,Called Strike,-
1,2,4,Aaron Shortridge,Alfonso Rivas III,4 Seam,89.3,Ball,-
1,2,5,Aaron Shortridge,Alfonso Rivas III,Slider,74.5,Swinging Strike,-
1,3,1,Aaron Shortridge,Cesar Salazar,2 Seam,88.9,Hit Into Play,95.2
1,4,1,Aaron Shortridge,Seve Romo,Slider,75.6,Ball,-
1,4,2,Aaron Shortridge,Seve Romo,4 Seam,87.4,Called Strike,-
1,4,3,Aaron Shortridge,Seve Romo,4 Seam,87.9,Called Strike,-
1,4,4,Aaron Shortridge,Seve Romo,4 Seam,87.6,Ball,-
1,4,5,Aaron Shortridge,Seve Romo,Slider,74.2,Foul,-
1,4,6,Aaron Shortridge,Seve Romo,Slider,74.8,Hit Into Play - Out,-
1,5,1,Juan Aguilera,Tyrus Greene,4 Seam,84.8,Ball,-
1,5,2,Juan Aguilera,Tyrus Greene,4 Seam,85.8,Ball,-
1,5,3,Juan Aguilera,Tyrus Greene,2 Seam,85.3,Ball,-
1,5,4,Juan Aguilera,Tyrus Greene,Changeup,85.3,Called Strike,-
1,5,5,Juan Aguilera,Tyrus Greene,2 Seam,86.5,Hit Into Play - Out,-
1,6,1,Juan Aguilera,Andrew Vaughn,4 Seam,86.5,Ball,-
1,6,2,Juan Aguilera,Andrew Vaughn,Slider,76.8,Called Strike,-
1,6,3,Juan Aguilera,Andrew Vaughn,2 Seam,86.5,Called Strike,-
1,6,4,Juan Aguilera,Andrew Vaughn,Slider,79.3,Foul,-
1,6,5,Juan Aguilera,Andrew Vaughn,Slider,79.9,Hit Into Play - Out,-
1,7,1,Juan Aguilera,Tanner Dodson,4 Seam,86.3,Ball,-
1,7,2,Juan Aguilera,Tanner Dodson,2 Seam,86.5,Foul,-
1,7,3,Juan Aguilera,Tanner Dodson,Changeup,81.6,Foul,75.2
1,7,4,Juan Aguilera,Tanner Dodson,4 Seam,87,Hit Into Play - Out,80
2,8,1,Aaron Shortridge,Nick Quintana,Changeup,75.2,Called Strike,-
2,8,2,Aaron Shortridge,Nick Quintana,Slider,76,Called Strike,-
2,8,3,Aaron Shortridge,Nick Quintana,4 Seam,89.8,Swinging Strike,-
2,9,1,Aaron Shortridge,Tate Soderstrom,Curve,74.3,Ball,-
2,9,2,Aaron Shortridge,Tate Soderstrom,2 Seam,88.1,Ball,-
2,9,3,Aaron Shortridge,Tate Soderstrom,4 Seam,88.2,Ball,-
2,9,4,Aaron Shortridge,Tate Soderstrom,2 Seam,86.6,Called Strike,-
2,9,5,Aaron Shortridge,Tate Soderstrom,4 Seam,87.6,Foul,-
2,9,6,Aaron Shortridge,Tate Soderstrom,4 Seam,88.6,Ball,-
2,10,1,Aaron Shortridge,Cameron Cannon,4 Seam,85.9,Foul,-
2,10,2,Aaron Shortridge,Cameron Cannon,4 Seam,88.4,Hit Into Play - Out,101.4
2,11,1,Aaron Shortridge,Donta Williams,4 Seam,87,Ball,-
2,11,2,Aaron Shortridge,Donta Williams,4 Seam,86.8,Ball,-
2,11,3,Aaron Shortridge,Donta Williams,2 Seam,87.2,Ball,-
2,11,4,Aaron Shortridge,Donta Williams,4 Seam,86.4,Ball,-
2,12,1,Aaron Shortridge,Jacob Blas,4 Seam,86.9,Foul,-
2,12,2,Aaron Shortridge,Jacob Blas,2 Seam,87.6,Foul,-
2,12,3,Aaron Shortridge,Jacob Blas,4 Seam,86.9,Hit Into Play - Out,83.4
2,13,1,Juan Aguilera,Jonah Davis,2 Seam,86.3,Hit Into Play - Out,101
2,14,1,Juan Aguilera,Sam Wezniak,4 Seam,85.2,Ball,-
2,14,2,Juan Aguilera,Sam Wezniak,Slider,79.1,Called Strike,-
2,14,3,Juan Aguilera,Sam Wezniak,Slider,78.9,Swinging Strike,-
2,14,4,Juan Aguilera,Sam Wezniak,2 Seam,86.1,Hit Into Play,-
2,15,1,Juan Aguilera,Max Flower,Curve,76.8,Ball,-
2,15,2,Juan Aguilera,Max Flower,Slider,77.9,Called Strike,-
2,15,3,Juan Aguilera,Max Flower,2 Seam,86.2,Foul,36.4
2,15,4,Juan Aguilera,Max Flower,Slider,79.4,Ball,-
2,15,5,Juan Aguilera,Max Flower,Slider,78.4,Foul,-
2,15,6,Juan Aguilera,Max Flower,2 Seam,85.7,Hit Into Play - Out,98.8
2,16,1,Juan Aguilera,Jeffery Mitchell Jr.,2 Seam,86.4,Called Strike,-
2,16,2,Juan Aguilera,Jeffery Mitchell Jr.,Slider,79.4,Ball,-
2,16,3,Juan Aguilera,Jeffery Mitchell Jr.,2 Seam,86,Hit Into Play - Out,94.4
3,17,1,Aaron Shortridge,Cal Stevenson,Slider,74.4,Called Strike,-
3,17,2,Aaron Shortridge,Cal Stevenson,Changeup,77.7,Ball,-
3,17,3,Aaron Shortridge,Cal Stevenson,4 Seam,89.1,Called Strike,-
3,17,4,Aaron Shortridge,Cal Stevenson,Changeup,78.7,Foul,-
3,17,5,Aaron Shortridge,Cal Stevenson,4 Seam,89.7,Hit Into Play - Out,82
3,18,1,Aaron Shortridge,Alfonso Rivas III,Changeup,78.9,Hit Into Play,102.5
3,19,1,Aaron Shortridge,Cesar Salazar,Curve,73.9,Hit Into Play - Out,84
3,20,1,Aaron Shortridge,Seve Romo,4 Seam,87.4,Ball,-
3,20,2,Aaron Shortridge,Seve Romo,4 Seam,86.6,Ball,-
3,20,3,Aaron Shortridge,Seve Romo,4 Seam,86.2,Swinging Strike,-
3,20,4,Aaron Shortridge,Seve Romo,4 Seam,87.6,Ball,-
3,20,5,Aaron Shortridge,Seve Romo,4 Seam,88.2,Called Strike,-
3,20,6,Aaron Shortridge,Seve Romo,2 Seam,87.7,Foul,-
3,20,7,Aaron Shortridge,Seve Romo,4 Seam,87.6,Swinging Strike,-
3,21,1,Juan Aguilera,Cameron Eden,Changeup,84.4,Ball,-
3,21,2,Juan Aguilera,Cameron Eden,4 Seam,84.7,Foul,-
3,21,3,Juan Aguilera,Cameron Eden,Changeup,77.5,Called Strike,-
3,21,4,Juan Aguilera,Cameron Eden,4 Seam,85.2,Hit Into Play - Out,91.5
3,22,1,Juan Aguilera,Ripken Reyes,Changeup,79.1,Called Strike,-
3,22,2,Juan Aguilera,Ripken Reyes,4 Seam,84.7,Foul,-
3,22,3,Juan Aguilera,Ripken Reyes,Curve,77.1,Ball,-
3,22,4,Juan Aguilera,Ripken Reyes,Curve,77.1,Swinging Strike,-
3,23,1,Juan Aguilera,Tyrus Greene,4 Seam,86.5,Called Strike,-
3,23,2,Juan Aguilera,Tyrus Greene,2 Seam,85.6,Ball,-
3,23,3,Juan Aguilera,Tyrus Greene,Changeup,81.6,Hit Into Play - Out,78.6
4,24,1,Aaron Shortridge,Nick Quintana,-,86.4,Hit Into Play - Out,-
4,25,1,Aaron Shortridge,Tate Soderstrom,4 Seam,89.1,Called Strike,-
4,25,2,Aaron Shortridge,Tate Soderstrom,4 Seam,89.5,Called Strike,-
4,25,3,Aaron Shortridge,Tate Soderstrom,Changeup,80.2,Ball,-
4,25,4,Aaron Shortridge,Tate Soderstrom,Slider,77,Foul,-
4,25,5,Aaron Shortridge,Tate Soderstrom,4 Seam,90.8,Foul,-
4,25,6,Aaron Shortridge,Tate Soderstrom,2 Seam,90.2,Foul,-
4,25,7,Aaron Shortridge,Tate Soderstrom,4 Seam,90.6,Hit Into Play - Out,58.3
4,26,1,Aaron Shortridge,Cameron Cannon,4 Seam,90.1,Ball,-
4,26,2,Aaron Shortridge,Cameron Cannon,4 Seam,88,Swinging Strike,-
4,26,3,Aaron Shortridge,Cameron Cannon,4 Seam,88.9,Foul,-
4,26,4,Aaron Shortridge,Cameron Cannon,Slider,76.1,Foul,-
4,26,5,Aaron Shortridge,Cameron Cannon,Slider,75,Swinging Strike,-
4,27,1,Juan Aguilera,Andrew Vaughn,Changeup,78.7,Ball,-
4,27,2,Juan Aguilera,Andrew Vaughn,Curve,76.5,Ball,-
4,27,3,Juan Aguilera,Andrew Vaughn,4 Seam,85.5,Hit Into Play,-
4,28,1,Juan Aguilera,Tanner Dodson,Changeup,79.9,Ball,-
4,28,2,Juan Aguilera,Tanner Dodson,4 Seam,86.4,Foul,-
4,28,3,Juan Aguilera,Tanner Dodson,2 Seam,86.4,Ball,-
