Inn,AB,Pitch,Pitcher,Batter,Type,Pitch Spd,Result,Hit Spd
1,2,1,Aaron Shortridge,Grenier Cadyn,Changeup,78.4,,-
1,2,2,Aaron Shortridge,Grenier Cadyn,4 Seam,89.8,,-
1,2,3,Aaron Shortridge,Grenier Cadyn,Slider,78,,-
1,2,4,Aaron Shortridge,Grenier Cadyn,4 Seam,90.6,,-
1,2,5,Aaron Shortridge,Grenier Cadyn,Slider,78.8,,-
1,2,6,Aaron Shortridge,Grenier Cadyn,2 Seam,90,,-
1,2,7,Aaron Shortridge,Grenier Cadyn,2 Seam,89.8,,-
1,4,1,Aaron Shortridge,Adley Rutschman,Curve,78.4,,-
1,4,2,Aaron Shortridge,Adley Rutschman,Changeup,81.9,,-
1,4,3,Aaron Shortridge,Adley Rutschman,Curve,77.3,,-
1,5,1,Aaron Shortridge,Tyler Malone,2 Seam,90.7,,-
1,5,2,Aaron Shortridge,Tyler Malone,2 Seam,90.4,,-
1,5,3,Aaron Shortridge,Tyler Malone,4 Seam,90.5,,-
1,5,4,Aaron Shortridge,Tyler Malone,2 Seam,90.2,,-
1,5,5,Aaron Shortridge,Tyler Malone,Curve,78.3,,-
1,5,6,Aaron Shortridge,Tyler Malone,Changeup,78.8,,-
1,6,1,Aaron Shortridge,Michael Gretler,Slider,76.9,,-
1,6,2,Aaron Shortridge,Michael Gretler,2 Seam,89.9,,-
1,6,3,Aaron Shortridge,Michael Gretler,Slider,77.1,,-
1,6,4,Aaron Shortridge,Michael Gretler,2 Seam,89.5,,-
1,6,5,Aaron Shortridge,Michael Gretler,2 Seam,90.8,,-
1,6,6,Bryce Fehmel,Tyrus Greene,2 Seam,85.5,,-
1,6,7,Bryce Fehmel,Tyrus Greene,4 Seam,79.8,,-
1,6,8,Bryce Fehmel,Tyrus Greene,Changeup,79.7,,-
1,7,1,Bryce Fehmel,Darren Baker,Curve,72.3,,-
1,7,2,Bryce Fehmel,Darren Baker,2 Seam,85.6,,-
1,8,1,Bryce Fehmel,Andrew Vaughn,2 Seam,87.4,,-
1,8,2,Bryce Fehmel,Andrew Vaughn,Slider,73.6,,-
1,8,3,Bryce Fehmel,Andrew Vaughn,Changeup,74.7,,-
1,8,4,Bryce Fehmel,Andrew Vaughn,2 Seam,86.9,,-
1,8,5,Bryce Fehmel,Andrew Vaughn,2 Seam,80.7,,-
1,9,1,Bryce Fehmel,Tanner Dodson,2 Seam,80.6,,-
2,9,2,Aaron Shortridge,Michael Gretler,Changeup,83.5,,-
2,9,3,Aaron Shortridge,Michael Gretler,2 Seam,85.7,,-
2,11,1,Aaron Shortridge,Zak Taylor,4 Seam,89.8,,-
2,11,2,Aaron Shortridge,Zak Taylor,2 Seam,89.7,,-
2,11,3,Aaron Shortridge,Zak Taylor,Slider,76.7,,-
2,12,1,Aaron Shortridge,Andy Armstrong,2 Seam,89.4,,-
2,12,2,Aaron Shortridge,Andy Armstrong,4 Seam,89.8,,-
2,12,3,Aaron Shortridge,Andy Armstrong,2 Seam,89.3,,-
2,12,4,Aaron Shortridge,Andy Armstrong,2 Seam,88.6,,-
2,12,5,Aaron Shortridge,Andy Armstrong,2 Seam,90.1,,-
2,13,1,Aaron Shortridge,Steven Kwan,Changeup,80.6,,-
2,13,2,Aaron Shortridge,Steven Kwan,2 Seam,88.7,,-
2,13,3,Aaron Shortridge,Steven Kwan,2 Seam,88,,-
2,14,1,Aaron Shortridge,Grenier Cadyn,Changeup,76.7,,-
2,14,2,Aaron Shortridge,Grenier Cadyn,2 Seam,89,,-
2,14,3,Aaron Shortridge,Grenier Cadyn,2 Seam,88,,-
2,15,1,Bryce Fehmel,Korey Lee,Slider,72.9,,-
2,15,2,Bryce Fehmel,Korey Lee,2 Seam,85.9,,-
2,15,3,Bryce Fehmel,Korey Lee,2 Seam,86.7,,-
2,15,4,Bryce Fehmel,Korey Lee,Slider,74.9,,-
2,16,1,Bryce Fehmel,Jonah Davis,Curve,71.6,,-
2,16,2,Bryce Fehmel,Jonah Davis,Curve,73.7,,-
2,16,3,Bryce Fehmel,Jonah Davis,2 Seam,86.9,,-
2,16,4,Bryce Fehmel,Jonah Davis,Changeup,81.2,,-
2,16,5,Bryce Fehmel,Jonah Davis,Changeup,81.1,,-
2,16,6,Bryce Fehmel,Jonah Davis,4 Seam,80.1,,-
2,17,1,Bryce Fehmel,Sam Wezniak,2 Seam,85.5,,-
2,17,2,Bryce Fehmel,Sam Wezniak,2 Seam,84.9,,-
2,17,3,Bryce Fehmel,Sam Wezniak,Changeup,73.6,,-
2,17,4,Bryce Fehmel,Sam Wezniak,2 Seam,85.4,,-
2,17,5,Bryce Fehmel,Sam Wezniak,2 Seam,86,,-
2,18,1,Bryce Fehmel,Max Flower,2 Seam,86,,-
2,18,2,Bryce Fehmel,Max Flower,2 Seam,85.7,,-
3,18,3,Aaron Shortridge,Grenier Cadyn,Changeup,81.9,,-
3,18,4,Aaron Shortridge,Grenier Cadyn,2 Seam,84.5,,-
3,18,5,Aaron Shortridge,Grenier Cadyn,4 Seam,85.4,,-
3,18,6,Aaron Shortridge,Grenier Cadyn,2 Seam,86.1,,-
3,19,1,Aaron Shortridge,Trevor Larnach,Changeup,81.1,,-
3,19,2,Aaron Shortridge,Trevor Larnach,Changeup,80.1,,-
3,19,3,Aaron Shortridge,Trevor Larnach,2 Seam,89.2,,-
3,19,4,Aaron Shortridge,Trevor Larnach,Changeup,80.1,,-
3,20,1,Aaron Shortridge,Adley Rutschman,2 Seam,88.6,,-
3,21,1,Aaron Shortridge,Tyler Malone,4 Seam,86.7,,-
3,21,2,Aaron Shortridge,Tyler Malone,4 Seam,86.9,,-
3,21,3,Aaron Shortridge,Tyler Malone,Changeup,79.7,,-
3,21,4,Aaron Shortridge,Tyler Malone,4 Seam,87.6,,-
3,21,5,Aaron Shortridge,Tyler Malone,4 Seam,88.9,,-
3,21,6,Aaron Shortridge,Tyler Malone,Changeup,77.9,,-
3,21,7,Aaron Shortridge,Tyler Malone,2 Seam,89.5,,-
3,22,1,Aaron Shortridge,Michael Gretler,2 Seam,88.7,,-
3,22,2,Aaron Shortridge,Michael Gretler,4 Seam,88.7,,-
3,22,3,Bryce Fehmel,Max Flower,Curve,70.6,,-
3,22,4,Bryce Fehmel,Max Flower,2 Seam,86.1,,-
3,22,5,Bryce Fehmel,Max Flower,Curve,71.8,,-
3,23,1,Bryce Fehmel,Cameron Eden,Curve,70.3,,-
3,23,2,Bryce Fehmel,Cameron Eden,2 Seam,86.1,,-
3,23,3,Bryce Fehmel,Cameron Eden,2 Seam,86.6,,-
3,23,4,Bryce Fehmel,Cameron Eden,Slider,74.6,,-
3,23,5,Bryce Fehmel,Cameron Eden,Slider,72.5,,-
3,23,6,Bryce Fehmel,Cameron Eden,Curve,73.4,,-
3,24,1,Bryce Fehmel,Tyrus Greene,2 Seam,86.6,,-
3,24,2,Bryce Fehmel,Tyrus Greene,Curve,72.9,,-
3,24,3,Bryce Fehmel,Tyrus Greene,2 Seam,87.3,,-
3,24,4,Bryce Fehmel,Tyrus Greene,2 Seam,80.3,,-
3,24,5,Bryce Fehmel,Tyrus Greene,2 Seam,84,,-
4,25,1,Aaron Shortridge,Jack Anderson,2 Seam,87.7,,-
4,25,2,Aaron Shortridge,Jack Anderson,4 Seam,88.1,,-
4,25,3,Aaron Shortridge,Jack Anderson,2 Seam,88.9,,-
4,25,4,Aaron Shortridge,Jack Anderson,2 Seam,89.4,,-
4,25,5,Aaron Shortridge,Jack Anderson,2 Seam,89.1,,-
4,26,1,Aaron Shortridge,Zak Taylor,2 Seam,84.9,,-
4,26,2,Aaron Shortridge,Zak Taylor,2 Seam,87.2,,-
4,27,1,Aaron Shortridge,Andy Armstrong,2 Seam,88.1,,-
4,27,2,Aaron Shortridge,Andy Armstrong,2 Seam,88.4,,-
4,28,1,Aaron Shortridge,Steven Kwan,Slider,76.2,,-
